Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
ENSG00000170270,154,148,163,261,266,331
ENSG00000170271,120,124,146,59,79,85
ENSG00000170275,4575,4537,4711,6933,6193,9780
ENSG00000170276,32,32,35,31,33,36
ENSG00000170279,3,0,1,0,0,0
ENSG00000170289,5,8,5,2,3,2
ENSG00000170290,0,0,2,1,0,0
ENSG00000170291,797,780,783,1172,1138,1512
ENSG00000170293,857,800,1029,795,739,1168
ENSG00000170296,56,48,48,74,64,81
ENSG00000170298,0,0,0,0,0,0
ENSG00000170310,487,447,474,508,489,572
ENSG00000170312,465,482,1108,4819,4404,4574
ENSG00000170315,6481,5747,6594,10426,8744,11473
ENSG00000170322,2716,3159,2249,1541,1479,2117
ENSG00000170323,0,0,0,0,0,4
ENSG00000170324,25,31,23,6,3,2
ENSG00000170325,573,631,517,508,466,599
ENSG00000170340,1054,1104,974,720,691,1044
ENSG00000170345,687,487,691,1076,890,835
ENSG00000170348,6509,6638,6737,6037,5537,6999
ENSG00000170364,117,112,110,220,234,232
ENSG00000170365,352,387,378,593,530,638
ENSG00000170367,82,76,146,48,44,52
ENSG00000170369,0,1,0,0,2,0
ENSG00000170370,195,213,194,284,225,291
ENSG00000170373,4,1,2,3,2,7
ENSG00000170374,1,0,0,1,0,1
ENSG00000170379,131,133,107,80,50,61
ENSG00000170381,917,996,787,622,602,671
ENSG00000170382,452,557,486,382,373,683
ENSG00000170385,1279,1418,1284,1752,1622,2332
ENSG00000170390,1104,1074,1161,809,761,584
ENSG00000170396,3,4,0,2,6,7
ENSG00000170412,910,928,1141,736,720,1284
ENSG00000170417,240,246,222,243,207,329
ENSG00000170419,18,18,13,22,24,15
ENSG00000170421,15994,16810,18845,21063,18518,23997
ENSG00000170423,0,0,1,1,1,0
ENSG00000170425,1120,1304,909,988,896,2129
ENSG00000170426,7,3,3,2,1,3
ENSG00000170430,289,266,329,290,252,238
ENSG00000170439,58,42,62,36,45,51
ENSG00000170442,74,76,49,24,24,18
ENSG00000170445,1989,2132,1819,2478,2386,3382
ENSG00000170448,464,545,532,1266,1238,1206
ENSG00000170454,827,698,1690,1962,1901,4272
ENSG00000170456,3687,4149,3620,2682,2417,2778
ENSG00000170458,11,7,9,5,6,6
ENSG00000170464,562,569,516,309,246,349
ENSG00000170465,0,0,0,0,0,0
ENSG00000170468,913,908,974,1400,1264,2578
ENSG00000170469,253,279,255,185,159,181
ENSG00000170471,3888,4375,3601,3182,3047,3882
ENSG00000170473,608,569,534,572,525,818
ENSG00000170476,0,1,3,1,1,0
ENSG00000170477,0,0,1,0,0,0
ENSG00000170482,23,14,23,15,19,22
ENSG00000170484,0,0,0,0,0,0
ENSG00000170485,541,568,717,1298,1167,2775
ENSG00000170486,0,0,1,0,0,0
ENSG00000170498,11366,12768,6455,606,585,2097
ENSG00000170500,55,49,94,566,479,720
ENSG00000170502,1097,1203,1121,1240,1152,1670
ENSG00000170509,7,3,4,3,3,5
ENSG00000170515,1942,1960,1775,4713,4478,6884
ENSG00000170516,0,0,0,0,0,0
ENSG00000170522,1293,1440,1468,1251,1148,1264
ENSG00000170523,0,0,1,0,0,1
ENSG00000170525,1962,1823,1905,3767,3378,5570
ENSG00000170537,518,669,451,319,309,345
ENSG00000170540,545,615,892,4378,4298,3677
ENSG00000170542,14,24,12,24,25,26
ENSG00000170545,491,544,482,1121,1106,2421
ENSG00000170549,0,0,0,1,0,1
ENSG00000170558,1226,1425,1335,1070,944,867
ENSG00000170561,0,0,0,0,0,1
ENSG00000170571,865,921,1151,2156,1921,2119
ENSG00000170577,311,327,285,1022,840,1246
ENSG00000170579,52,48,49,137,121,176
ENSG00000170581,3417,3539,3875,1780,1675,1823
ENSG00000170584,613,607,724,2036,1861,1939
ENSG00000170604,1539,1282,1377,1689,1501,3120
ENSG00000170605,0,0,0,0,0,0
ENSG00000170606,9200,10475,9129,10782,10181,13946
ENSG00000170608,314,263,310,351,335,489
ENSG00000170613,0,0,0,0,0,0
ENSG00000170615,5,8,1,4,14,10
ENSG00000170619,2335,2353,2286,2911,2563,4121
ENSG00000170624,41,54,45,37,37,45
ENSG00000170627,0,0,0,0,2,1
ENSG00000170631,257,281,272,493,470,650
ENSG00000170632,858,872,832,1253,1158,1403
ENSG00000170633,1120,1131,1069,1315,1171,1951
ENSG00000170634,395,408,367,257,238,308
ENSG00000170638,2391,2088,2027,3745,3302,6192
ENSG00000170653,823,927,737,862,878,980
ENSG00000170667,47,55,39,21,20,11
ENSG00000170677,752,812,791,1028,897,1089
ENSG00000170681,145,175,191,89,91,103
ENSG00000170683,1,1,0,0,0,0
ENSG00000170684,45,34,33,62,61,83
ENSG00000170689,1425,1434,1359,1826,1618,2243
ENSG00000170703,32,16,17,24,26,11
ENSG00000170734,1972,2219,1749,2256,2148,2469
ENSG00000170743,58,45,72,238,181,224
ENSG00000170745,3,5,3,11,6,7
ENSG00000170748,0,0,0,1,0,4
ENSG00000170759,3767,4250,4016,7472,7202,8176
ENSG00000170775,74,84,73,98,83,109
ENSG00000170776,2535,2774,2372,2066,1889,2808
ENSG00000170777,0,0,0,0,0,0
ENSG00000170779,329,397,409,1870,1802,2998
ENSG00000170782,2,0,0,4,0,1
ENSG00000170786,7,9,7,3,6,10
ENSG00000170788,0,0,0,0,0,0
ENSG00000170790,1,1,1,1,1,1
ENSG00000170791,1600,1580,1638,1742,1573,2439
ENSG00000170801,29,17,17,38,28,49
ENSG00000170802,932,1081,948,1676,1644,1759
ENSG00000170807,5,5,2,0,0,82
ENSG00000170819,0,1,0,0,0,0
ENSG00000170820,0,0,0,0,1,0
ENSG00000170832,8883,10653,7813,6632,6282,7854
ENSG00000170835,173,177,159,118,143,172
ENSG00000170836,1988,2220,1911,1915,1839,2048
ENSG00000170837,178,140,214,770,661,1175
ENSG00000170846,1,0,1,3,1,2
ENSG00000170848,59,65,66,25,27,52
ENSG00000170852,1772,2074,1663,1861,1752,2163
ENSG00000170854,745,699,606,1541,1438,2102
ENSG00000170855,2039,2077,1744,1203,1110,1369
ENSG00000170860,386,370,497,966,881,1194
ENSG00000170871,2385,2704,2590,1672,1632,2062
ENSG00000170873,292,269,254,497,489,606
ENSG00000170876,1876,2082,1794,2189,2073,2791
ENSG00000170881,3281,3431,3166,3338,3020,3805
ENSG00000170889,25055,23717,25761,35448,31687,50972
ENSG00000170890,1,0,0,0,0,0
ENSG00000170891,103,132,162,120,80,116
ENSG00000170892,1434,1537,1281,1247,1109,1671
ENSG00000170893,0,2,4,11,9,12
ENSG00000170899,520,625,601,679,614,750
ENSG00000170903,953,1016,931,1590,1514,1630
ENSG00000170906,526,438,542,611,538,848
ENSG00000170909,12,7,8,8,8,25
ENSG00000170915,154,191,195,124,146,210
ENSG00000170917,62,88,87,82,62,77
ENSG00000170920,0,0,0,0,0,0
ENSG00000170921,2559,2791,2213,2051,1916,2512
ENSG00000170923,0,0,0,0,0,0
ENSG00000170925,0,1,1,1,1,0
ENSG00000170927,535,593,587,408,350,227
ENSG00000170929,0,0,0,0,0,0
ENSG00000170935,0,0,0,0,0,0
ENSG00000170946,483,493,443,601,616,788
ENSG00000170948,0,0,0,0,2,3
ENSG00000170949,727,787,695,665,573,703
ENSG00000170950,0,1,0,0,1,1
ENSG00000170953,0,0,0,0,0,0
ENSG00000170954,62,70,84,114,96,131
ENSG00000170955,305,341,341,440,370,933
ENSG00000170956,0,0,0,0,0,0
ENSG00000170959,64,57,69,20,25,32
ENSG00000170961,36,23,37,106,97,137
ENSG00000170962,46,48,76,111,108,154
ENSG00000170965,75,98,101,29,38,35
ENSG00000170967,0,0,0,0,1,0
ENSG00000170989,136,143,153,37,44,79
ENSG00000171004,115,78,146,170,158,136
ENSG00000171014,0,0,0,0,0,0
ENSG00000171016,331,409,396,408,417,455
ENSG00000171017,142,113,99,108,93,290
ENSG00000171033,78,84,111,136,100,162
ENSG00000171044,32,43,32,43,57,86
ENSG00000171045,1347,1302,1315,2318,2097,3809
ENSG00000171049,0,0,0,0,0,0
ENSG00000171051,0,2,0,0,0,4
ENSG00000171053,0,0,1,4,1,2
ENSG00000171054,3,0,1,0,1,0
ENSG00000171055,1987,2161,1921,1906,1745,2555
ENSG00000171056,21,25,9,20,31,19
ENSG00000171060,0,0,2,1,0,0
ENSG00000171067,1163,1125,1174,1166,1085,2004
ENSG00000171094,412,442,303,267,244,485
ENSG00000171097,276,276,276,436,409,584
ENSG00000171100,451,517,379,230,224,329
ENSG00000171102,14,3,24,42,38,32
ENSG00000171103,653,645,736,1012,997,1163
ENSG00000171105,411,378,449,661,595,828
ENSG00000171109,2805,3148,2751,2574,2249,2563
ENSG00000171115,0,3,1,0,0,3
ENSG00000171116,9,15,8,10,11,8
ENSG00000171119,45,29,37,40,39,55
ENSG00000171121,74,103,77,141,149,116
ENSG00000171124,0,1,0,3,3,5
ENSG00000171126,124,116,100,250,257,407
ENSG00000171130,330,301,458,835,718,957
ENSG00000171132,572,540,476,1611,1444,1650
ENSG00000171133,0,0,0,0,0,0
ENSG00000171135,545,599,529,560,510,768
ENSG00000171136,0,0,0,0,0,0
ENSG00000171148,2822,3094,2790,2659,2397,3125
ENSG00000171150,1940,2427,1770,1183,1123,1398
ENSG00000171155,432,508,508,313,306,349
ENSG00000171159,1983,1864,2114,2335,1969,3619
ENSG00000171160,801,763,744,978,892,1072
ENSG00000171161,725,680,740,914,881,1342
ENSG00000171163,731,739,733,1177,1079,1678
ENSG00000171169,1482,1455,1443,2234,2016,3735
ENSG00000171174,202,219,169,77,93,70
ENSG00000171180,0,0,0,0,0,0
ENSG00000171189,44,59,38,35,39,35
ENSG00000171195,0,0,0,0,0,0
ENSG00000171199,1,0,0,0,0,0
ENSG00000171201,0,0,0,0,0,0
ENSG00000171202,580,552,626,757,653,861
ENSG00000171204,1229,1266,1302,2145,2000,2410
ENSG00000171206,5875,5046,4869,2683,2336,4517
ENSG00000171208,3,5,8,1,1,5
ENSG00000171209,1,0,0,0,2,1
ENSG00000171217,30,16,20,18,18,23
ENSG00000171219,2580,2521,2330,983,907,1797
ENSG00000171222,1179,1220,1189,1673,1548,2678
ENSG00000171223,3458,3360,2672,2919,2518,3359
ENSG00000171224,528,493,606,671,539,932
ENSG00000171227,38,51,75,128,110,31
ENSG00000171234,2,5,1,0,0,0
ENSG00000171236,4,2,0,1,0,0
ENSG00000171241,242,180,499,2377,2025,2425
ENSG00000171243,1,3,3,12,22,4
ENSG00000171246,4,3,7,7,17,2
ENSG00000171262,818,891,983,1481,1273,1528
ENSG00000171291,240,277,246,141,168,172
ENSG00000171295,397,434,381,344,316,342
ENSG00000171298,13344,11485,12695,10500,9084,16273
ENSG00000171302,7890,8151,7380,8183,7501,11478
ENSG00000171303,16,21,24,168,144,332
ENSG00000171307,1714,1767,1776,1831,1698,2204
ENSG00000171310,723,623,659,525,454,797
ENSG00000171311,950,1029,914,1149,1077,1507
ENSG00000171314,8395,8487,8460,16662,15121,17775
ENSG00000171316,3279,3671,2665,4764,4530,5734
ENSG00000171320,124,127,272,1457,1213,1171
ENSG00000171345,3,3,2,6,9,3
ENSG00000171346,225,224,225,778,751,1552
ENSG00000171357,41,49,31,28,31,31
ENSG00000171360,0,1,1,5,4,0
ENSG00000171365,1082,1185,1148,1875,1919,2148
ENSG00000171368,388,412,386,340,325,386
ENSG00000171385,57,64,89,167,131,193
ENSG00000171388,3,0,4,13,11,21
ENSG00000171396,0,0,0,0,0,0
ENSG00000171401,7,4,4,8,18,14
ENSG00000171402,0,0,0,0,0,0
ENSG00000171403,1,2,2,2,4,3
ENSG00000171405,334,303,265,547,491,647
ENSG00000171408,218,263,113,118,120,214
ENSG00000171421,504,439,516,731,658,837
ENSG00000171425,435,464,387,368,331,513
ENSG00000171428,131,106,125,70,69,93
ENSG00000171431,0,0,2,1,1,3
ENSG00000171433,0,1,0,0,0,0
ENSG00000171435,219,250,218,153,134,143
ENSG00000171443,345,337,267,394,343,570
ENSG00000171444,2000,2045,1682,911,914,1319
ENSG00000171446,0,0,0,0,0,0
ENSG00000171448,614,695,594,567,578,505
ENSG00000171450,510,411,520,180,149,248
ENSG00000171451,175,227,217,473,426,675
ENSG00000171453,1928,2110,1705,2700,2449,3621
ENSG00000171456,10071,10719,8639,8421,7992,9175
ENSG00000171459,0,0,0,0,0,0
ENSG00000171462,616,546,536,473,400,904
ENSG00000171466,624,734,588,640,594,845
ENSG00000171467,2747,2769,3002,3537,3262,3999
ENSG00000171469,686,769,612,498,508,512
ENSG00000171475,2592,2583,2735,3110,3054,4423
ENSG00000171476,1,0,0,0,0,0
ENSG00000171478,0,0,0,1,0,0
ENSG00000171481,0,0,0,0,0,0
ENSG00000171487,4,12,11,2,0,0
ENSG00000171488,207,255,317,473,486,554
ENSG00000171489,0,0,0,0,1,0
ENSG00000171490,5317,5877,4497,6971,6748,8486
ENSG00000171492,378,399,367,865,764,827
ENSG00000171495,0,2,1,0,1,0
ENSG00000171496,2,0,1,0,0,0
ENSG00000171497,850,850,865,1493,1444,1780
ENSG00000171501,0,0,0,0,0,0
ENSG00000171502,447,577,495,51,64,108
ENSG00000171503,198,214,182,370,388,389
ENSG00000171505,0,0,0,1,1,0
ENSG00000171509,0,0,0,0,1,0
ENSG00000171517,2,0,3,9,11,14
ENSG00000171522,3,4,13,6,6,5
ENSG00000171530,1343,1302,1470,2065,1953,2967
ENSG00000171532,11,10,14,9,5,13
ENSG00000171533,12,10,9,1,5,2
ENSG00000171540,0,0,1,1,0,0
ENSG00000171551,1,1,0,6,13,8
ENSG00000171552,14203,15335,12002,5305,5194,7290
ENSG00000171557,0,1,0,2,3,0
ENSG00000171560,0,0,0,0,0,0
ENSG00000171561,0,0,2,0,0,0
ENSG00000171564,0,0,0,0,0,0
ENSG00000171566,1651,1791,1766,2940,2574,3498
ENSG00000171570,0,0,0,0,0,0
ENSG00000171574,146,124,113,160,158,247
ENSG00000171587,0,1,1,0,0,0
ENSG00000171595,2,6,2,1,0,0
ENSG00000171596,15,6,18,59,56,110
ENSG00000171603,8534,8489,8609,6742,5959,6761
ENSG00000171604,271,233,375,452,371,318
ENSG00000171606,722,738,719,969,899,1257
ENSG00000171608,3661,3771,2922,1490,1339,2568
ENSG00000171611,0,0,1,0,0,0
ENSG00000171612,1681,1943,1569,1916,1684,2404
ENSG00000171617,6669,6626,6985,5145,4637,1848
ENSG00000171621,1459,1493,1567,663,654,1847
ENSG00000171631,4,4,0,1,0,0
ENSG00000171634,3955,4330,3764,3738,3548,4059
ENSG00000171643,45,31,31,38,37,22
ENSG00000171649,132,126,134,154,169,195
ENSG00000171657,8,4,5,1,2,4
ENSG00000171659,8,5,0,2,2,0
ENSG00000171680,1238,1160,1145,663,551,1709
ENSG00000171681,1996,2243,1986,2147,2136,1910
ENSG00000171695,6,0,7,8,8,17
ENSG00000171700,550,436,404,323,307,491
ENSG00000171703,1659,1446,1532,1530,1384,2169
ENSG00000171711,0,0,0,0,0,0
ENSG00000171714,246,322,381,365,332,371
ENSG00000171720,1708,1692,1721,1926,1746,2326
ENSG00000171722,12,18,12,7,23,15
ENSG00000171723,650,753,651,1198,1209,1772
ENSG00000171724,541,616,650,608,533,1401
ENSG00000171729,675,698,732,1151,1151,1656
ENSG00000171735,1707,1512,1507,1549,1473,2245
ENSG00000171747,7,2,4,4,0,3
ENSG00000171757,10,9,7,10,12,14
ENSG00000171759,9,9,5,12,14,8
ENSG00000171763,311,295,279,473,469,795
ENSG00000171766,14,8,5,22,14,38
ENSG00000171772,55,55,29,58,38,84
ENSG00000171773,0,0,0,0,0,0
ENSG00000171777,30,33,34,6,19,13
ENSG00000171786,68,78,53,41,44,74
ENSG00000171790,101,97,61,314,350,261
ENSG00000171791,400,409,522,938,909,1520
ENSG00000171792,789,785,1151,3056,2872,4164
ENSG00000171793,3058,3247,2605,8187,8018,7599
ENSG00000171794,20,15,18,45,42,101
ENSG00000171798,196,151,225,111,120,127
ENSG00000171804,0,0,0,0,0,0
ENSG00000171806,128,111,124,218,166,263
ENSG00000171811,169,168,143,115,101,160
ENSG00000171812,28,34,31,6,17,9
ENSG00000171813,1094,786,841,1255,1027,2473
ENSG00000171815,0,0,1,7,2,1
ENSG00000171817,4,11,18,14,17,11
ENSG00000171819,3,1,0,1,2,1
ENSG00000171823,2346,1672,2656,6156,5179,12950
ENSG00000171824,2008,2037,1952,2826,2665,4015
ENSG00000171827,266,276,250,203,203,202
ENSG00000171840,178,198,179,84,95,187
ENSG00000171843,451,545,465,428,359,260
ENSG00000171847,4,0,4,10,3,5
ENSG00000171848,601,561,1578,6829,6295,6494
ENSG00000171853,1388,1108,1124,1235,1067,2631
ENSG00000171855,0,0,2,0,0,0
ENSG00000171858,22060,18746,20490,41395,36860,50812
ENSG00000171860,760,708,569,165,152,532
ENSG00000171861,258,283,227,376,327,520
ENSG00000171862,1971,1988,1962,2096,1900,2051
ENSG00000171863,11028,11483,11114,18044,16830,19970
ENSG00000171864,1,3,3,10,9,4
ENSG00000171865,620,560,642,1199,1038,1662
ENSG00000171867,2378,2533,3502,9262,8572,11114
ENSG00000171872,1,0,1,0,0,1
ENSG00000171873,14,11,15,26,24,23
ENSG00000171877,3134,3004,3075,2119,1917,2976
ENSG00000171885,0,0,0,0,0,1
ENSG00000171903,12,5,13,8,12,15
ENSG00000171914,5726,6267,4899,4099,3702,11448
ENSG00000171916,1,0,3,0,0,0
ENSG00000171928,1090,1159,965,627,558,703
ENSG00000171931,18,18,14,14,20,32
ENSG00000171936,0,0,0,0,0,0
ENSG00000171940,1976,2088,1709,1498,1485,1838
ENSG00000171942,0,0,0,0,0,0
ENSG00000171943,747,798,823,695,623,660
ENSG00000171944,0,0,0,0,0,0
ENSG00000171951,86,86,84,32,35,60
ENSG00000171953,644,604,624,830,727,1053
ENSG00000171954,1,3,3,16,14,17
ENSG00000171956,6,2,6,1,2,5
ENSG00000171960,530,413,518,1626,1506,2335
ENSG00000171962,165,148,125,85,82,143
ENSG00000171970,160,142,156,185,207,259
ENSG00000171984,86,66,105,82,86,114
ENSG00000171987,0,0,0,0,0,0
ENSG00000171988,5492,6467,4458,4711,4736,5835
ENSG00000171989,3,7,2,3,6,11
ENSG00000171992,2849,2416,3308,2432,1985,1245
ENSG00000172000,2,0,0,0,1,2
ENSG00000172005,4,2,2,1,3,1
ENSG00000172006,941,954,827,652,634,1640
ENSG00000172007,263,282,264,284,228,252
ENSG00000172009,2456,2269,2412,5233,4745,9556
ENSG00000172014,2,0,3,12,8,19
ENSG00000172016,0,0,0,0,0,0
ENSG00000172020,60,59,75,38,44,71
ENSG00000172023,0,0,0,0,0,0
ENSG00000172031,0,0,1,1,0,0
ENSG00000172037,12792,12947,13419,7251,6689,7038
ENSG00000172046,5122,5513,4848,5159,4691,6926
ENSG00000172053,9899,10583,10174,10399,9963,12682
ENSG00000172057,1653,1590,1615,1493,1339,2047
ENSG00000172058,8,3,6,5,2,4
ENSG00000172059,1132,1196,1018,845,805,1079
ENSG00000172061,35,37,34,52,25,37
ENSG00000172062,187,262,204,287,270,346
ENSG00000172071,429,549,436,761,732,801
ENSG00000172073,25,30,20,3,6,3
ENSG00000172081,819,835,814,787,769,1362
ENSG00000172086,79,73,85,18,19,48
ENSG00000172113,891,1021,912,1302,1284,1914
ENSG00000172115,3777,3414,3938,9248,8900,11440
ENSG00000172116,2,0,1,0,0,0
ENSG00000172123,1085,1415,1110,729,681,500
ENSG00000172137,1513,1828,1437,1859,1810,2759
ENSG00000172139,28,43,29,20,22,50
ENSG00000172146,0,0,0,0,0,0
ENSG00000172150,0,0,0,0,0,0
ENSG00000172154,0,0,0,0,0,0
ENSG00000172155,0,0,0,0,0,0
ENSG00000172156,0,0,0,0,0,0
ENSG00000172159,66,81,76,81,84,154
ENSG00000172164,192,161,293,821,724,572
ENSG00000172167,309,302,432,1524,1531,1772
ENSG00000172171,254,282,269,319,291,362
ENSG00000172172,1665,1714,1790,3211,2987,3263
ENSG00000172175,1472,1758,1515,1819,1715,1876
ENSG00000172179,2,3,1,2,3,0
ENSG00000172183,688,646,513,549,548,1148
ENSG00000172188,0,0,0,0,0,0
ENSG00000172197,23,20,29,142,140,150
ENSG00000172199,0,0,0,0,0,0
ENSG00000172201,159,140,217,466,399,329
ENSG00000172208,0,0,0,0,0,0
ENSG00000172209,4,4,0,4,0,2
ENSG00000172215,10,33,16,84,87,80
ENSG00000172216,1686,1547,1925,4383,3759,7548
ENSG00000172232,2,1,7,2,4,20
ENSG00000172236,7,5,4,16,9,27
ENSG00000172238,0,1,0,3,1,0
ENSG00000172239,4975,5091,4946,5421,4951,6063
ENSG00000172243,14,23,31,40,28,2
ENSG00000172244,107,139,190,464,483,572
ENSG00000172247,15,4,12,8,4,6
ENSG00000172260,629,737,815,224,193,203
ENSG00000172262,1820,2019,1764,2687,2569,3221
ENSG00000172264,52,70,70,63,65,105
ENSG00000172269,1678,1573,1556,2095,1955,2520
ENSG00000172270,16017,14907,14385,13161,11889,20099
ENSG00000172273,1276,1436,1115,886,833,1105
ENSG00000172288,0,0,0,0,0,0
ENSG00000172289,3,0,2,0,0,0
ENSG00000172292,1144,1238,1156,1801,1512,2039
ENSG00000172296,78,85,113,110,83,125
ENSG00000172301,1651,1569,1689,2622,2439,3742
ENSG00000172315,569,604,495,807,723,890
ENSG00000172318,222,296,196,42,36,56
ENSG00000172320,0,0,0,0,0,0
ENSG00000172322,0,0,0,0,0,0
ENSG00000172324,0,0,0,0,0,0
ENSG00000172331,142,219,158,171,173,150
ENSG00000172336,610,527,691,1332,1129,2013
ENSG00000172339,165,199,209,232,234,233
ENSG00000172340,1066,1097,1170,1783,1615,1980
ENSG00000172345,146,138,183,82,63,51
ENSG00000172346,3911,3770,3387,1917,1676,1997
ENSG00000172348,660,701,884,269,227,453
ENSG00000172349,21,9,24,16,12,9
ENSG00000172350,353,364,344,322,228,241
ENSG00000172352,0,0,0,0,0,0
ENSG00000172354,5156,4889,5034,3909,3387,5090
ENSG00000172361,34,33,42,41,55,52
ENSG00000172362,0,0,0,0,0,0
ENSG00000172365,0,0,0,0,0,0
ENSG00000172366,1186,1124,1062,1455,1303,2197
ENSG00000172367,1,1,0,0,2,3
ENSG00000172375,647,622,559,497,490,781
ENSG00000172377,0,0,0,0,0,0
ENSG00000172379,494,487,611,457,413,686
ENSG00000172380,1271,1284,1620,4455,4206,5425
ENSG00000172382,32,30,35,17,14,31
ENSG00000172399,106,107,99,14,10,104
ENSG00000172403,14,6,7,16,17,32
ENSG00000172404,14,20,13,8,17,15
ENSG00000172409,849,865,704,897,735,1179
ENSG00000172410,0,0,0,0,0,0
ENSG00000172421,2,2,1,4,3,1
ENSG00000172425,27,31,34,31,24,26
ENSG00000172426,51,46,42,49,40,62
ENSG00000172428,1166,1126,1189,1346,1145,1284
ENSG00000172432,7133,6648,7012,14285,13972,18373
ENSG00000172456,87,101,101,208,171,253
ENSG00000172457,0,0,0,0,0,0
ENSG00000172458,40,24,45,37,35,58
ENSG00000172459,0,0,0,0,0,0
ENSG00000172461,111,115,148,421,394,275
ENSG00000172464,0,0,1,0,0,1
ENSG00000172465,172,222,180,87,94,166
ENSG00000172466,2722,3118,2745,3697,3499,4015
ENSG00000172468,0,0,0,0,0,0
ENSG00000172469,352,386,428,580,578,582
ENSG00000172476,26,21,15,46,38,56
ENSG00000172478,289,288,340,76,56,603
ENSG00000172482,49,47,16,11,4,138
ENSG00000172487,0,0,0,0,0,0
ENSG00000172489,0,0,0,0,0,0
ENSG00000172493,7446,8535,5694,4834,4807,5189
ENSG00000172497,0,0,0,0,0,0
ENSG00000172500,1415,1440,1618,2043,1917,2583
ENSG00000172508,49,44,79,82,66,80
ENSG00000172519,0,0,0,0,0,2
ENSG00000172530,903,755,755,731,626,1005
ENSG00000172531,7014,6918,7299,7311,6234,10430
ENSG00000172534,10284,9672,9890,11171,9964,18386
ENSG00000172538,2,0,0,0,0,0
ENSG00000172543,18,27,24,25,11,51
ENSG00000172548,286,256,232,773,694,1333
ENSG00000172551,0,0,0,0,0,0
ENSG00000172554,25,27,21,28,19,39
ENSG00000172568,33,36,22,7,13,15
ENSG00000172572,54,40,68,62,47,53
ENSG00000172575,85,92,98,265,290,324
ENSG00000172578,0,0,0,0,1,0
ENSG00000172586,1278,1432,1285,1892,1768,2157
ENSG00000172590,1489,1412,1488,2041,1926,2659
ENSG00000172594,152,153,140,230,197,259
ENSG00000172602,45,32,38,38,48,52
ENSG00000172613,535,571,622,1047,918,1535
ENSG00000172638,897,855,1178,731,599,740
ENSG00000172640,8,25,9,12,19,21
ENSG00000172650,55,42,32,64,56,87
ENSG00000172661,5435,5929,4886,4084,3697,5902
ENSG00000172663,951,963,909,858,745,1316
ENSG00000172667,6678,7428,6002,2883,2832,2901
ENSG00000172671,457,533,457,681,633,809
ENSG00000172673,4,2,2,1,0,0
ENSG00000172680,0,0,0,0,0,0
ENSG00000172687,52,45,66,150,117,89
ENSG00000172689,1,4,2,0,0,0
ENSG00000172716,2,5,4,9,4,3
ENSG00000172717,13,15,9,30,26,18
ENSG00000172724,1,3,3,0,0,1
ENSG00000172725,8558,7917,8061,4019,3520,7050
ENSG00000172728,164,157,140,213,207,202
ENSG00000172731,1047,1156,1218,1151,1017,1993
ENSG00000172732,1404,1336,1360,2183,1885,2745
ENSG00000172733,145,169,197,52,46,39
ENSG00000172738,72,73,63,51,40,112
ENSG00000172742,0,0,0,0,0,0
ENSG00000172748,19,33,20,32,28,42
ENSG00000172752,4,1,1,2,1,2
ENSG00000172757,19210,20290,18811,22188,21154,33804
ENSG00000172765,3186,3479,2452,925,883,1203
ENSG00000172766,815,966,745,1072,955,1130
ENSG00000172769,0,0,0,0,0,0
ENSG00000172771,28,33,33,30,22,26
ENSG00000172772,0,0,0,0,0,0
ENSG00000172775,2043,1874,2038,2207,2108,2656
ENSG00000172780,230,214,216,120,95,167
ENSG00000172782,26,42,36,20,32,20
ENSG00000172785,1495,1431,1324,1889,1872,2861
ENSG00000172789,2,3,5,4,5,1
ENSG00000172794,3,4,13,0,3,4
ENSG00000172795,2380,2917,2141,2083,1974,2269
ENSG00000172803,54,62,41,45,48,92
ENSG00000172809,23048,19856,24256,37499,32562,57658
ENSG00000172817,30,31,31,56,32,52
ENSG00000172818,0,0,2,0,0,0
ENSG00000172819,1329,1367,1293,781,625,370
